DATAH,SECONDS,NANOSECONDS,NDX,DIAG,REMARK,DATE,TIME,H2O,CO2,CH4,CAVITY_P,CAVITY_T,LASER_PHASE_P,LASER_T,RESIDUAL,RING_DOWN_TIME,THERMAL_ENCLOSURE_T,PHASE_ERROR,LASER_T_SHIFT,INPUT_VOLTAGE,CHK
DATAU,secs,nsecs,index,diag,,date,time,ppm,ppm,ppb,kPa,°C,kPa,°C,,µsecs,°C,counts,°C,V,CHK
DATA,1775751152,828069925,2621,0,,4/9/2026,11:12:32,16435.162,439.94022,2284.0911,39.326,55.001,28.3562,40.2624,0.00289022,11.3871,54.5009,-38,0.513962,14.489,60
DATA,1775751153,828069925,2625,0,,4/9/2026,11:12:33,16408.158,440.022,2165.2607,39.3264,55.001,28.3566,40.2622,0.00288874,11.3875,54.5005,16,0.513962,14.4875,26
DATA,1775751154,828069925,2629,0,,4/9/2026,11:12:34,16425.027,438.83386,2157.3875,39.3256,55.001,28.3553,40.2624,0.00289251,11.387,54.5005,-90,0.513962,14.4871,141
DATA,1775751155,828069925,2633,0,,4/9/2026,11:12:35,16442.561,438.45889,2398.5356,39.3256,55.001,28.3537,40.2624,0.00289514,11.3866,54.5005,-45.5,0.513962,14.4871,49
DATA,1775751156,828069925,2637,0,,4/9/2026,11:12:36,16517.555,437.50662,2705.2854,39.3264,55.001,28.3516,40.2625,0.00290192,11.3866,54.5005,-95.5,0.513962,14.4867,38
DATA,1775751157,827724933,2641,0,,4/9/2026,11:12:37,16568.631,437.03668,2307.9878,39.3256,55.001,28.3499,40.2622,0.00290767,11.3871,54.5005,-94.5,0.513962,14.4843,52
DATA,1775751158,827724933,2645,0,,4/9/2026,11:12:38,16541.436,437.5773,2214.6045,39.326,55.001,28.3487,40.2622,0.00290618,11.3874,54.5005,-39.25,0.513962,14.4839,235
DATA,1775751159,827724933,2649,0,,4/9/2026,11:12:39,16581.67,437.03247,2237.0037,39.3256,55.001,28.3466,40.2622,0.00290725,11.3867,54.5005,-73.75,0.513962,14.4839,37
DATA,1775751160,827724933,2653,0,,4/9/2026,11:12:40,16603.754,437.22488,2165.8945,39.326,55.001,28.3441,40.2622,0.0029104,11.3863,54.5005,-47.75,0.513962,14.4835,218
DATA,1775751161,827724933,2657,0,,4/9/2026,11:12:41,16668.854,436.31668,2136.1418,39.3256,55.001,28.3441,40.2622,0.00291668,11.3863,54.5005,-88.25,0.513962,14.4831,78
DATA,1775751162,827724933,2661,0,,4/9/2026,11:12:42,16788.611,435.7753,2134.5044,39.3256,55.0012,28.3425,40.2624,0.00293621,11.3863,54.5005,-22.5,0.513962,14.4835,2
DATA,1775751163,827724933,2665,0,,4/9/2026,11:12:43,16770.016,437.50311,2120.9783,39.3276,55.0016,28.3412,40.2624,0.00292063,11.3869,54.5005,-7.25,0.513962,14.4835,57
DATA,1775751164,827724933,2669,0,,4/9/2026,11:12:44,16644.986,437.55554,2112.7854,39.3276,55.0016,28.3392,40.2624,0.00290982,11.3879,54.5005,-1.5,0.513962,14.4839,55
DATA,1775751165,827388048,2673,0,,4/9/2026,11:12:45,16674.15,435.49835,2112.7812,39.3268,55.0016,28.3392,40.2625,0.00292309,11.3873,54.5005,-75.5,0.513962,14.4839,40
DATA,1775751166,827388048,2677,0,,4/9/2026,11:12:46,16862.729,435.40182,2230.9531,39.3268,55.0014,28.3367,40.2622,0.00294346,11.386,54.5005,-60.75,0.513962,14.4863,86
DATA,1775751167,827388048,2681,0,,4/9/2026,11:12:47,16830.381,436.92203,2442.5132,39.3281,55.001,28.3371,40.2622,0.00293826,11.3854,54.5005,-2.5,0.513962,14.4855,213
DATA,1775751168,827388048,2685,0,,4/9/2026,11:12:48,16729.756,437.37543,2632.9524,39.3276,55.001,28.3367,40.2622,0.0029287,11.3852,54.5007,-85,0.513962,14.4851,164
DATA,1775751169,827388048,2689,0,,4/9/2026,11:12:49,16734.639,437.48273,2465.6343,39.3276,55.001,28.3342,40.2622,0.00291628,11.3854,54.5011,-46,0.513962,14.4855,207
DATA,1775751170,827388048,2693,0,,4/9/2026,11:12:50,16755.113,437.65048,2213.9143,39.3268,55.001,28.3329,40.2622,0.00291742,11.3865,54.5013,-39.75,0.513962,14.4867,77
DATA,1775751171,827388048,2697,0,,4/9/2026,11:12:51,16823.006,436.88528,2278.9314,39.3272,55.001,28.3325,40.2622,0.00293416,11.386,54.5013,-30.25,0.513962,14.4871,17
DATA,1775751172,827047109,2701,0,,4/9/2026,11:12:52,16822.078,436.58035,2809.2651,39.3264,55.001,28.3292,40.2624,0.00294111,11.3849,54.5013,-92.75,0.513962,14.4871,57
DATA,1775751173,827047109,2705,0,,4/9/2026,11:12:53,16783.703,436.99481,2836.1985,39.3272,55.0012,28.3271,40.2625,0.00293175,11.3835,54.5011,51.75,0.513962,14.4871,82
DATA,1775751174,827047109,2709,0,,4/9/2026,11:12:54,16740.297,437.08734,2635.1797,39.3264,55.001,28.3267,40.2622,0.00292364,11.3851,54.5013,64.25,0.513962,14.4843,29
DATA,1775751175,827047109,2713,0,,4/9/2026,11:12:55,16596.184,438.34393,2851.1152,39.326,55.001,28.328,40.2622,0.00290437,11.3848,54.5011,14,0.513962,14.4839,21
DATA,1775751176,827047109,2717,0,,4/9/2026,11:12:56,16374.13,439.43732,2401.3264,39.3272,55.0012,28.3284,40.2622,0.00287961,11.3864,54.5007,4.75,0.513962,14.4839,228
DATA,1775751177,827047109,2721,0,,4/9/2026,11:12:57,16287.798,439.23331,2417.6594,39.326,55.001,28.3284,40.2622,0.00287199,11.3871,54.5005,3.25,0.513962,14.482,139
DATA,1775751178,827047109,2725,0,,4/9/2026,11:12:58,16350.501,438.12646,2496.5359,39.3264,55.001,28.3284,40.2622,0.00287966,11.3868,54.5005,-9.25,0.513962,14.4792,40
DATA,1775751179,827047109,2729,0,,4/9/2026,11:12:59,16487.441,437.55014,2265.9336,39.3272,55.001,28.3259,40.2622,0.00290001,11.3867,54.5005,-110.5,0.513962,14.4788,66
DATA,1775751180,826704978,2733,0,,4/9/2026,11:13:00,16619.615,436.00967,2172.7246,39.3252,55.001,28.3217,40.2622,0.0029176,11.3865,54.5005,-112.75,0.513962,14.4804,55
DATA,1775751181,826704978,2737,0,,4/9/2026,11:13:01,16721.148,436.427,2299.8623,39.326,55.001,28.3197,40.2622,0.00292372,11.3861,54.5005,-49.25,0.513962,14.48,75
DATA,1775751182,826704978,2741,0,,4/9/2026,11:13:02,16705.73,435.53876,3968.3718,39.326,55.001,28.3192,40.2624,0.00294935,11.3818,54.5005,-246.75,0.513962,14.4824,42
DATA,1775751183,826704978,2745,0,,4/9/2026,11:13:03,16671.479,435.29358,4369.5166,39.3268,55.001,28.3184,40.2622,0.00292234,11.3798,54.5005,-535.5,0.513962,14.4847,104
DATA,1775751184,826704978,2749,0,,4/9/2026,11:13:04,16697.932,436.48752,2895.45,39.3264,55.001,28.3155,40.2622,0.00291905,11.3827,54.5005,418.25,0.513962,14.4843,1
DATA,1775751185,826704978,2753,0,,4/9/2026,11:13:05,16696.67,437.43234,2352.6919,39.3256,55.001,28.3192,40.2622,0.00292675,11.3841,54.5005,345,0.513962,14.4835,149
DATA,1775751186,826704978,2757,0,,4/9/2026,11:13:06,16620.564,438.23621,2279.8713,39.3256,55.0012,28.3209,40.2622,0.00292135,11.3812,54.5005,241.5,0.513962,14.4835,69
DATA,1775751187,826371908,2761,0,,4/9/2026,11:13:07,16509.604,439.50943,2491.8118,39.3256,55.0018,28.3271,40.2622,0.00289931,11.368,54.5005,212.25,0.513962,14.4839,85
DATA,1775751188,826371908,2765,0,,4/9/2026,11:13:08,16412.047,441.54279,2390.9038,39.3252,55.0016,28.3292,40.2622,0.00286104,11.3694,54.5005,231.25,0.513962,14.4835,120
DATA,1775751189,826371908,2769,0,,4/9/2026,11:13:09,16448.035,436.09109,2251.5088,39.3256,55.0016,28.33,40.2622,0.00289494,11.3752,54.5005,-69,0.513962,14.4843,145
DATA,1775751190,826371908,2773,0,,4/9/2026,11:13:10,16545.484,434.98001,2533.0974,39.3256,55.0018,28.3275,40.2624,0.00292175,11.3665,54.5005,-43.25,0.513962,14.4835,119
DATA,1775751191,826371908,2777,0,,4/9/2026,11:13:11,16471.525,437.38947,2548.5637,39.3247,55.0012,28.3259,40.2622,0.00288663,11.3691,54.5005,-148.25,0.513962,14.4816,195
DATA,1775751192,826371908,2781,0,,4/9/2026,11:13:12,16406.127,437.40753,2445.7585,39.3252,55.001,28.3221,40.2622,0.00289548,11.3753,54.5007,-49,0.513962,14.4808,175
DATA,1775751193,826371908,2785,0,,4/9/2026,11:13:13,16328.748,437.55417,2253.3787,39.3252,55.001,28.3221,40.2622,0.00289086,11.3821,54.5013,-33,0.513962,14.4812,171
DATA,1775751194,826371908,2789,0,,4/9/2026,11:13:14,16178.503,438.77109,2134.343,39.3252,55.001,28.3201,40.2622,0.00287199,11.386,54.5011,17,0.513962,14.482,225
DATA,1775751195,826028108,2793,0,,4/9/2026,11:13:15,16174.032,438.2374,2120.1338,39.3252,55.001,28.3197,40.2624,0.00286531,11.3871,54.5013,-3.25,0.513962,14.4824,192
DATA,1775751196,826028108,2797,0,,4/9/2026,11:13:16,16175.06,437.92331,2121.0825,39.3256,55.001,28.3205,40.2622,0.00286893,11.3874,54.5013,-4,0.513962,14.4824,60
DATA,1775751197,826028108,2801,0,,4/9/2026,11:13:17,16156.693,437.49997,2127.844,39.3268,55.001,28.3201,40.2624,0.00286748,11.3877,54.5011,-43,0.513962,14.482,86
DATA,1775751198,826028108,2805,0,,4/9/2026,11:13:18,16171.398,438.03305,2168.2532,39.3256,55.001,28.3201,40.2624,0.00285944,11.3871,54.5005,21.5,0.513962,14.4824,207
DATA,1775751199,826028108,2809,0,,4/9/2026,11:13:19,16183.499,438.4296,2174.7158,39.326,55.001,28.3217,40.2624,0.00286303,11.3858,54.5005,-61.75,0.513962,14.4827,242
DATA,1775751200,826028108,2813,0,,4/9/2026,11:13:20,16187.961,438.12811,2150.1035,39.3264,55.001,28.3184,40.2622,0.00286457,11.386,54.5005,-4.25,0.513962,14.4831,179
DATA,1775751201,826028108,2817,0,,4/9/2026,11:13:21,16160.95,438.28671,2126.0593,39.326,55.001,28.3197,40.2622,0.00285326,11.387,54.5005,-22,0.513962,14.4831,250
DATA,1775751202,825689077,2821,0,,4/9/2026,11:13:22,16140.437,438.37912,2117.5828,39.3256,55.001,28.3163,40.2622,0.00286159,11.3873,54.5005,-106.5,0.513962,14.4827,59
DATA,1775751203,825689077,2825,0,,4/9/2026,11:13:23,16151.308,438.30093,2118.3245,39.326,55.001,28.3155,40.2622,0.00286221,11.3878,54.5005,-49,0.513962,14.482,52
DATA,1775751204,825689077,2829,0,,4/9/2026,11:13:24,16104.387,438.81207,2147.5647,39.326,55.001,28.3147,40.2624,0.00285205,11.3875,54.5005,-44,0.513962,14.4831,122
DATA,1775751205,825689077,2833,0,,4/9/2026,11:13:25,16057.851,439.18457,2145.8191,39.326,55.001,28.3143,40.2625,0.00285093,11.3869,54.5005,-6.5,0.513962,14.4824,181
DATA,1775751206,825689077,2837,0,,4/9/2026,11:13:26,16081.946,438.69611,2141.4177,39.3264,55.001,28.313,40.2625,0.00285047,11.3874,54.5005,-37.5,0.513962,14.4824,229
DATA,1775751207,825689077,2841,0,,4/9/2026,11:13:27,16111.145,439.0282,2185.5427,39.326,55.001,28.3126,40.2624,0.00284872,11.3868,54.5005,34.5,0.513962,14.482,68
DATA,1775751208,825689077,2845,0,,4/9/2026,11:13:28,16067.163,438.65582,2230.9072,39.3252,55.001,28.3138,40.2622,0.00285091,11.3865,54.5005,-37.25,0.513962,14.4796,79
DATA,1775751209,825689077,2849,0,,4/9/2026,11:13:29,16104.754,438.30396,2296.1516,39.3256,55.001,28.3118,40.2622,0.00285415,11.3854,54.5005,-76.25,0.513962,14.4792,84
DATA,1775751210,825344085,2853,0,,4/9/2026,11:13:30,16207.33,438.15363,2265.9546,39.326,55.001,28.3101,40.2622,0.00286442,11.3856,54.5005,-80,0.513962,14.4792,44
DATA,1775751211,825344085,2857,0,,4/9/2026,11:13:31,16189.463,437.77087,2320.0344,39.3256,55.0016,28.3085,40.2622,0.00286633,11.3852,54.5005,-34.5,0.513962,14.4788,66
DATA,1775751212,825344085,2861,0,,4/9/2026,11:13:32,16170.571,438.24106,2266.4697,39.3264,55.0018,28.3076,40.2622,0.00285716,11.3859,54.5005,62.75,0.513962,14.4792,77
DATA,1775751213,825344085,2865,0,,4/9/2026,11:13:33,16195.426,437.81982,2177.0725,39.3256,55.0012,28.3064,40.2624,0.0028624,11.3868,54.5005,-75.5,0.513962,14.4788,30
DATA,1775751214,825344085,2869,0,,4/9/2026,11:13:34,16215.412,437.31104,2143.7141,39.3252,55.001,28.3035,40.2625,0.00286625,11.3871,54.5005,-21.75,0.513962,14.4788,37
DATA,1775751215,825344085,2873,0,,4/9/2026,11:13:35,16200.338,437.96902,2139.926,39.3268,55.001,28.3039,40.2625,0.00286664,11.3865,54.5005,-63.75,0.513962,14.4792,31
DATA,1775751216,825344085,2877,0,,4/9/2026,11:13:36,16209.72,438.03687,2149.9985,39.3256,55.001,28.3002,40.2624,0.00286192,11.3865,54.5005,-47.75,0.513962,14.4812,32
DATA,1775751217,825001001,2881,0,,4/9/2026,11:13:37,16187.035,438.04926,2140.54,39.3256,55.0018,28.3026,40.2622,0.00286675,11.3852,54.5005,-14.75,0.513962,14.4816,245
DATA,1775751218,825001001,2885,0,,4/9/2026,11:13:38,16130.869,437.96225,2113.3162,39.3256,55.0014,28.3006,40.2622,0.00285034,11.3863,54.5005,-52.25,0.513962,14.4816,80
DATA,1775751219,825001001,2889,0,,4/9/2026,11:13:39,16126.907,437.69116,2111.0024,39.3268,55.0012,28.301,40.2622,0.00285645,11.3871,54.5005,-62.5,0.513962,14.4816,237
DATA,1775751220,825001001,2893,0,,4/9/2026,11:13:40,16118.254,438.02933,2108.55,39.3256,55.001,28.2997,40.2624,0.00285182,11.3873,54.5005,-28,0.513962,14.4812,38
DATA,1775751221,825001001,2897,0,,4/9/2026,11:13:41,16167.059,437.51126,2106.1572,39.3252,55.001,28.2977,40.2622,0.002852,11.3881,54.5005,-81.25,0.513962,14.4812,181
DATA,1775751222,825001001,2901,0,,4/9/2026,11:13:42,16222.69,437.41934,2105.1736,39.3256,55.001,28.2948,40.2624,0.00286585,11.3875,54.5005,-25,0.513962,14.4812,90
DATA,1775751223,825001001,2905,0,,4/9/2026,11:13:43,16195.202,438.4584,2104.3889,39.3268,55.001,28.2935,40.2624,0.00285261,11.3874,54.5005,-15.25,0.513962,14.4812,241
DATA,1775751224,825001001,2909,0,,4/9/2026,11:13:44,16271.308,446.85159,2106.4617,39.3268,55.001,28.2939,40.2624,0.00286962,11.3876,54.5009,-74,0.513962,14.4804,171
DATA,1775751225,824664115,2913,0,,4/9/2026,11:13:45,16353.501,450.99948,2107.4353,39.3272,55.001,28.2927,40.2622,0.0028805,11.3873,54.5007,29.25,0.513962,14.4788,230
DATA,1775751226,824664115,2917,0,,4/9/2026,11:13:46,16381.942,441.73987,2105.9397,39.326,55.001,28.2923,40.2622,0.00288425,11.387,54.5011,-87.75,0.513962,14.4792,244
DATA,1775751227,824664115,2921,0,,4/9/2026,11:13:47,16388.098,438.66733,2105.3745,39.326,55.001,28.2885,40.2622,0.00288238,11.3874,54.5013,12.75,0.513962,14.478,193
DATA,1775751228,824664115,2925,0,,4/9/2026,11:13:48,16383.714,437.62262,2105.2446,39.3281,55.001,28.2885,40.2622,0.0028677,11.3873,54.5011,11.25,0.513962,14.4773,221
DATA,1775751229,824664115,2929,0,,4/9/2026,11:13:49,16316.479,438.50357,2104.2585,39.3281,55.001,28.2881,40.2622,0.00286984,11.3876,54.5005,20.75,0.513962,14.4788,49
DATA,1775751230,824664115,2933,0,,4/9/2026,11:13:50,16217.846,438.95749,2104.5029,39.3285,55.001,28.2894,40.2624,0.00285788,11.3881,54.5005,-17.5,0.513962,14.4784,35
DATA,1775751231,824664115,2937,0,,4/9/2026,11:13:51,16185.653,438.28314,2104.9004,39.3276,55.001,28.2898,40.2624,0.00285348,11.388,54.5005,-22.25,0.513962,14.4773,13
DATA,1775751232,824325084,2941,0,,4/9/2026,11:13:52,16180.881,437.97592,2107.98,39.3276,55.001,28.2885,40.2624,0.00285653,11.3881,54.5005,-2.25,0.513962,14.4776,184
DATA,1775751233,824325084,2945,0,,4/9/2026,11:13:53,16228.339,438.21799,2113.0173,39.3272,55.001,28.2898,40.2624,0.0028604,11.388,54.5005,-29.75,0.513962,14.4796,233
DATA,1775751234,824325084,2949,0,,4/9/2026,11:13:54,16248.947,437.73111,2197.0857,39.3268,55.001,28.2881,40.2622,0.00285878,11.3875,54.5005,-76.25,0.513962,14.48,251
DATA,1775751235,824325084,2953,0,,4/9/2026,11:13:55,16182.387,438.65457,2242.2095,39.3268,55.001,28.2848,40.2622,0.00285377,11.3864,54.5005,2.75,0.513962,14.4796,251
DATA,1775751236,824325084,2957,0,,4/9/2026,11:13:56,16123.769,438.53043,2344.5039,39.3281,55.001,28.2865,40.2622,0.0028445,11.3866,54.5005,-38.75,0.513962,14.4792,29
DATA,1775751237,824325084,2961,0,,4/9/2026,11:13:57,16127.412,438.93793,2274.2139,39.3268,55.001,28.2852,40.2622,0.00284642,11.3853,54.5005,-80.5,0.513962,14.4788,26
DATA,1775751238,824325084,2965,0,,4/9/2026,11:13:58,16191.782,438.85846,2316.6055,39.3272,55.001,28.2832,40.2624,0.00286053,11.3848,54.5005,-70,0.513962,14.4788,194
DATA,1775751239,824325084,2969,0,,4/9/2026,11:13:59,16312.816,440.11838,2225.8376,39.3268,55.001,28.2823,40.2622,0.00286995,11.3855,54.5005,-107,0.513962,14.4792,243
DATA,1775751240,823987960,2973,0,,4/9/2026,11:14:00,16393.221,442.92569,2155.3384,39.3272,55.001,28.279,40.2625,0.00288041,11.3852,54.5005,-79.5,0.513962,14.4788,238
DATA,1775751241,823987960,2977,0,,4/9/2026,11:14:01,16441.332,443.125,2153.0354,39.3268,55.001,28.2761,40.2624,0.00288574,11.3859,54.5005,-79,0.513962,14.4765,79
DATA,1775751242,823987960,2981,0,,4/9/2026,11:14:02,16445.988,442.04156,2147.4172,39.3281,55.001,28.2761,40.2622,0.00288704,11.3859,54.5005,-89.25,0.513962,14.4761,83
DATA,1775751243,823987960,2985,0,,4/9/2026,11:14:03,16604.434,439.66876,2148.3618,39.3272,55.001,28.2753,40.2622,0.00290621,11.3855,54.5005,-80.5,0.513962,14.4761,29
DATA,1775751244,823987960,2989,0,,4/9/2026,11:14:04,16686.395,438.87424,2168.7041,39.3276,55.001,28.272,40.2622,0.00291672,11.3856,54.5007,-32.75,0.513962,14.4761,50
DATA,1775751245,823987960,2993,0,,4/9/2026,11:14:05,16499.303,437.74579,2452.0693,39.3276,55.001,28.2715,40.2622,0.00289055,11.3848,54.5005,73.5,0.513962,14.4753,5
DATA,1775751246,823987960,2997,0,,4/9/2026,11:14:06,16411.875,437.16367,2686.4258,39.3281,55.001,28.2736,40.2622,0.00288367,11.3834,54.5011,40.25,0.513962,14.4753,50
DATA,1775751247,823633909,3001,0,,4/9/2026,11:14:07,16356.684,437.65118,2332.6716,39.3276,55.001,28.2728,40.2622,0.00287474,11.3852,54.5011,-1.25,0.513962,14.4761,9
DATA,1775751248,823633909,3005,0,,4/9/2026,11:14:08,16320.657,437.44977,2255.7754,39.3281,55.001,28.2707,40.2622,0.00287126,11.386,54.5013,-44.25,0.513962,14.4773,21
DATA,1775751249,823633909,3009,0,,4/9/2026,11:14:09,16303.144,438.31134,2188.0942,39.3281,55.001,28.2715,40.2622,0.0028673,11.3861,54.5013,-59.75,0.513962,14.478,215
DATA,1775751250,823633909,3013,0,,4/9/2026,11:14:10,16252.113,439.97083,2133.8352,39.3276,55.001,28.2703,40.2624,0.0028547,11.3866,54.5011,-29.75,0.513962,14.48,150
DATA,1775751251,823633909,3017,0,,4/9/2026,11:14:11,16204.886,438.62012,2111.9226,39.3276,55.001,28.2728,40.2622,0.00285265,11.3876,54.5005,-65.5,0.513962,14.4804,254
DATA,1775751252,823633909,3021,0,,4/9/2026,11:14:12,16165.545,438.1926,2106.6191,39.3276,55.001,28.2711,40.2622,0.00284767,11.3873,54.5005,-26.25,0.513962,14.4788,7
DATA,1775751253,823633909,3025,0,,4/9/2026,11:14:13,16082.855,438.6965,2104.8127,39.3281,55.001,28.2711,40.2622,0.00284495,11.387,54.5005,8.75,0.513962,14.4784,129
DATA,1775751254,823633909,3029,0,,4/9/2026,11:14:14,16055.268,438.87692,2104.3762,39.3281,55.0012,28.2695,40.2622,0.00283736,11.3882,54.5005,-52.5,0.513962,14.4784,77
DATA,1775751255,823299884,3033,0,,4/9/2026,11:14:15,16085.26,438.21335,2123.708,39.3285,55.0016,28.2682,40.2622,0.00283916,11.3879,54.5005,-55,0.513962,14.4788,137
DATA,1775751256,823299884,3037,0,,4/9/2026,11:14:16,16155.318,437.60889,2188.0059,39.3276,55.0012,28.2666,40.2624,0.0028532,11.3875,54.5005,-53.5,0.513962,14.4788,47
DATA,1775751257,823299884,3041,0,,4/9/2026,11:14:17,16249.643,437.6235,2167.2952,39.3285,55.0012,28.2653,40.2622,0.00285633,11.3868,54.5005,-16.75,0.513962,14.4776,89
DATA,1775751258,823299884,3045,0,,4/9/2026,11:14:18,16268.692,437.72775,2159.6248,39.3281,55.0012,28.2641,40.2624,0.00286583,11.3867,54.5005,-82.25,0.513962,14.4753,155
DATA,1775751259,823299884,3049,0,,4/9/2026,11:14:19,16294.384,438.96381,2206.8398,39.3276,55.001,28.2616,40.2622,0.00287245,11.3865,54.5005,30,0.513962,14.4753,162
DATA,1775751260,823299884,3053,0,,4/9/2026,11:14:20,16329.06,442.06119,2374.177,39.3272,55.001,28.2603,40.2622,0.00287203,11.3861,54.5005,3.75,0.513962,14.4745,102
DATA,1775751261,823299884,3057,0,,4/9/2026,11:14:21,16355.41,441.741,2302.4575,39.3272,55.001,28.2603,40.2622,0.00287039,11.3858,54.5005,-15.75,0.513962,14.4745,158
DATA,1775751262,822957992,3061,0,,4/9/2026,11:14:22,16399.193,437.69495,2498.4348,39.3289,55.001,28.2574,40.2622,0.0028831,11.385,54.5005,-45.5,0.513962,14.4741,203
DATA,1775751263,822957992,3065,0,,4/9/2026,11:14:23,16470.438,435.2778,2424.0579,39.3281,55.001,28.2562,40.2622,0.00289222,11.3842,54.5005,-97,0.513962,14.4737,135
DATA,1775751264,822957992,3069,0,,4/9/2026,11:14:24,16445.955,435.37466,2170.4939,39.3276,55.001,28.2549,40.2624,0.00288294,11.3861,54.5005,-7,0.513962,14.4741,157
DATA,1775751265,822957992,3073,0,,4/9/2026,11:14:25,16390.291,436.29276,2217.854,39.3276,55.001,28.2558,40.2625,0.00287746,11.3869,54.5005,-10.5,0.513962,14.4741,244
DATA,1775751266,822957992,3077,0,,4/9/2026,11:14:26,16385.092,436.32718,2335.0071,39.3285,55.001,28.2558,40.2625,0.00287561,11.3859,54.5005,13,0.513962,14.4749,149
DATA,1775751267,822957992,3081,0,,4/9/2026,11:14:27,16329.95,436.39575,2476.2366,39.3289,55.001,28.2566,40.2624,0.00286964,11.3851,54.5005,42.25,0.513962,14.4769,19
DATA,1775751268,822957992,3085,0,,4/9/2026,11:14:28,16288.892,436.97009,2438.0862,39.3289,55.001,28.2541,40.2622,0.00286367,11.3857,54.5005,-52.5,0.513962,14.4773,60
DATA,1775751269,822957992,3089,0,,4/9/2026,11:14:29,16301.498,436.66852,2310.9622,39.3276,55.001,28.2533,40.2622,0.00286504,11.3851,54.5005,-32.5,0.513962,14.4765,31
DATA,1775751270,822618007,3093,0,,4/9/2026,11:14:30,16256.445,437.41867,2265.8352,39.3281,55.001,28.2533,40.2622,0.00285471,11.3849,54.5007,-22.25,0.513962,14.4765,56
DATA,1775751271,822618007,3097,0,,4/9/2026,11:14:31,16248.067,436.40607,2376.8474,39.3281,55.001,28.2516,40.2622,0.00286345,11.3832,54.5009,-87.25,0.513962,14.4757,69
DATA,1775751272,822618007,3101,0,,4/9/2026,11:14:32,16249.75,436.79483,2338.4077,39.3281,55.001,28.25,40.2622,0.00285407,11.3843,54.5013,-39.5,0.513962,14.4773,109
DATA,1775751273,822618007,3105,0,,4/9/2026,11:14:33,16247.822,437.33609,2301.835,39.3276,55.001,28.2491,40.2624,0.00285569,11.3851,54.5013,-39.5,0.513962,14.4784,213
DATA,1775751274,822618007,3109,0,,4/9/2026,11:14:34,16256.839,436.89096,2188.5439,39.3272,55.001,28.2479,40.2625,0.00285724,11.3859,54.5013,-25,0.513962,14.478,151
DATA,1775751275,822618007,3113,0,,4/9/2026,11:14:35,16290.646,436.54715,2197.5679,39.3276,55.001,28.2471,40.2624,0.00286375,11.386,54.5013,-43.25,0.513962,14.4761,20
DATA,1775751276,822618007,3117,0,,4/9/2026,11:14:36,16314.511,436.20169,2239.3323,39.3285,55.001,28.2471,40.2622,0.0028712,11.3858,54.5013,68.75,0.513962,14.4757,213
DATA,1775751277,822272062,3121,0,,4/9/2026,11:14:37,16326.357,436.19522,2192.218,39.3268,55.001,28.2471,40.2622,0.00287013,11.3859,54.5007,-113.25,0.513962,14.4737,44
DATA,1775751278,822272062,3125,0,,4/9/2026,11:14:38,16370.738,435.51031,2198.7461,39.3268,55.001,28.2462,40.2622,0.00287572,11.3857,54.5005,-61,0.513962,14.4729,171
DATA,1775751279,822272062,3129,0,,4/9/2026,11:14:39,16427.141,435.98108,2142.7327,39.3285,55.001,28.2437,40.2622,0.00287682,11.3856,54.5005,-34.25,0.513962,14.4725,65
DATA,1775751280,822272062,3133,0,,4/9/2026,11:14:40,16459.182,436.03226,2116.0056,39.3272,55.001,28.2433,40.2622,0.00287657,11.3859,54.5005,-52.25,0.513962,14.4725,32
DATA,1775751281,822272062,3137,0,,4/9/2026,11:14:41,16516.42,434.86459,2109.5459,39.3276,55.001,28.2413,40.2625,0.0028912,11.3855,54.5005,-72.5,0.513962,14.4725,158
DATA,1775751282,822272062,3141,0,,4/9/2026,11:14:42,16598.176,436.18176,2106.7107,39.3301,55.001,28.2392,40.2624,0.00289981,11.3856,54.5005,51,0.513962,14.4725,114
DATA,1775751283,822272062,3145,0,,4/9/2026,11:14:43,16474.297,437.17996,2103.9817,39.3289,55.001,28.2388,40.2625,0.00288206,11.3864,54.5005,-23.5,0.513962,14.4733,29
